STATUS,NOME PRODUTO,TIPO DE PETIÇÃO,ASSUNTO PETIÇÃO,Nº PROCESSO,PROTOCOLO,EXPEDIENTE,"SITUAÇÃO ANVISA
Encontra-se: ",FILA DE ANÁLISE / LISTA DE ANÁLISE,CATEGORIA MEDICAMENTO,ÁREA DE INTERESSE,FILA,SUBFILA,DATA DE PROTOCOLO,DATA DE DEFERIMENTO,PRAZO MAXIMO DECISAO FINAL ANVISA (PRAZO INICIAL),PRAZO MAXIMO DECISAO FINAL ANVISA (PRORROGAÇÃO),Últ Atualização,Últ. Posição,Data,Posição
Distribuído para a área responsável,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,12110 - SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro,25351.662859/2022-71,20220.000004/8214-94,5097817/22-9,"Situação atual: Distribuído para a área responsável
Início: 27/12/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,REGISTRO,FIDR - ANÁLISE DE QUALIDADE DE REGISTRO,2022-12-27,,2023-12-27,2024-04-27,,,2023-12-18,126
Distribuído para a área responsável,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,12110 - SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro,25351.662859/2022-71,20220.000004/8214-94,5097817/22-9,"Situação atual: Distribuído para a área responsável
Início: 27/12/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,REGISTRO,FIDR - ANÁLISE DE QUALIDADE DE REGISTRO,2022-12-27,,2023-12-27,2024-04-27,,,2023-12-26,125
Distribuído para a área responsável,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,12110 - SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro,25351.662859/2022-71,20220.000004/8214-94,5097817/22-9,"Situação atual: Distribuído para a área responsável
Início: 27/12/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,REGISTRO,FIDR - ANÁLISE DE QUALIDADE DE REGISTRO,2022-12-27,,2023-12-27,2024-04-27,,,2024-01-02,125
Distribuído para a área responsável,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,12110 - SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro,25351.662859/2022-71,20220.000004/8214-94,5097817/22-9,"Situação atual: Distribuído para a área responsável
Início: 27/12/2022
Encontra-se na: GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,REGISTRO,FIDR - ANÁLISE DE QUALIDADE DE REGISTRO,2022-12-27,,2023-12-27,2024-04-27,,,2024-01-09,125
Em análise do cumprimento de exigência,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,"11212 - GENÉRICO/SIMILAR - Documentação para análise de bula, dizeres de rotulagem e nome comercial",25351.662859/2022-71,20230.000004/8375-71,5115792/23-6,"
Situação atual
Em análise do cumprimento de exigência
inicio: 14/12/2023
Situação atual:Aguardando análise do cumprimento de exigência
inicio: 05/12/2023

 Em exigência 
Início: 16/08/2023

Status: Em análise do cumprimento de exigência
Início: 04/08/2023
Encontra-se na: CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,"BULA, ROTULAGEM E NOME COMERCIAL","ANÁLISE DE BULA, DIZERES DE ROTULAGEM E NOME COMERCIAL",2023-01-02,,2024-01-02,2024-05-03,,,2023-01-03,68
Em análise do cumprimento de exigência,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,"11212 - GENÉRICO/SIMILAR - Documentação para análise de bula, dizeres de rotulagem e nome comercial",25351.662859/2022-71,20230.000004/8375-71,5115792/23-6,"
Situação atual
Em análise do cumprimento de exigência
inicio: 14/12/2023
Situação atual:Aguardando análise do cumprimento de exigência
inicio: 05/12/2023

 Em exigência 
Início: 16/08/2023

Status: Em análise do cumprimento de exigência
Início: 04/08/2023
Encontra-se na: CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,"BULA, ROTULAGEM E NOME COMERCIAL","ANÁLISE DE BULA, DIZERES DE ROTULAGEM E NOME COMERCIAL",2023-01-02,,2024-01-02,2024-05-03,,,2023-01-10,62
Em análise do cumprimento de exigência,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,"11212 - GENÉRICO/SIMILAR - Documentação para análise de bula, dizeres de rotulagem e nome comercial",25351.662859/2022-71,20230.000004/8375-71,5115792/23-6,"
Situação atual
Em análise do cumprimento de exigência
inicio: 14/12/2023
Situação atual:Aguardando análise do cumprimento de exigência
inicio: 05/12/2023

 Em exigência 
Início: 16/08/2023

Status: Em análise do cumprimento de exigência
Início: 04/08/2023
Encontra-se na: CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,"BULA, ROTULAGEM E NOME COMERCIAL","ANÁLISE DE BULA, DIZERES DE ROTULAGEM E NOME COMERCIAL",2023-01-02,,2024-01-02,2024-05-03,,,2023-01-17,62
Em análise do cumprimento de exigência,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,"11212 - GENÉRICO/SIMILAR - Documentação para análise de bula, dizeres de rotulagem e nome comercial",25351.662859/2022-71,20230.000004/8375-71,5115792/23-6,"
Situação atual
Em análise do cumprimento de exigência
inicio: 14/12/2023
Situação atual:Aguardando análise do cumprimento de exigência
inicio: 05/12/2023

 Em exigência 
Início: 16/08/2023

Status: Em análise do cumprimento de exigência
Início: 04/08/2023
Encontra-se na: CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,"BULA, ROTULAGEM E NOME COMERCIAL","ANÁLISE DE BULA, DIZERES DE ROTULAGEM E NOME COMERCIAL",2023-01-02,,2024-01-02,2024-05-03,,,2023-01-24,37
Em análise do cumprimento de exigência,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,"11212 - GENÉRICO/SIMILAR - Documentação para análise de bula, dizeres de rotulagem e nome comercial",25351.662859/2022-71,20230.000004/8375-71,5115792/23-6,"
Situação atual
Em análise do cumprimento de exigência
inicio: 14/12/2023
Situação atual:Aguardando análise do cumprimento de exigência
inicio: 05/12/2023

 Em exigência 
Início: 16/08/2023

Status: Em análise do cumprimento de exigência
Início: 04/08/2023
Encontra-se na: CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,"BULA, ROTULAGEM E NOME COMERCIAL","ANÁLISE DE BULA, DIZERES DE ROTULAGEM E NOME COMERCIAL",2023-01-02,,2024-01-02,2024-05-03,,,2023-01-31,21
Em análise do cumprimento de exigência,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,"11212 - GENÉRICO/SIMILAR - Documentação para análise de bula, dizeres de rotulagem e nome comercial",25351.662859/2022-71,20230.000004/8375-71,5115792/23-6,"
Situação atual
Em análise do cumprimento de exigência
inicio: 14/12/2023
Situação atual:Aguardando análise do cumprimento de exigência
inicio: 05/12/2023

 Em exigência 
Início: 16/08/2023

Status: Em análise do cumprimento de exigência
Início: 04/08/2023
Encontra-se na: CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,"BULA, ROTULAGEM E NOME COMERCIAL","ANÁLISE DE BULA, DIZERES DE ROTULAGEM E NOME COMERCIAL",2023-01-02,,2024-01-02,2024-05-03,,,2023-02-07,18
Em análise do cumprimento de exigência,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,"11212 - GENÉRICO/SIMILAR - Documentação para análise de bula, dizeres de rotulagem e nome comercial",25351.662859/2022-71,20230.000004/8375-71,5115792/23-6,"
Situação atual
Em análise do cumprimento de exigência
inicio: 14/12/2023
Situação atual:Aguardando análise do cumprimento de exigência
inicio: 05/12/2023

 Em exigência 
Início: 16/08/2023

Status: Em análise do cumprimento de exigência
Início: 04/08/2023
Encontra-se na: CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,"BULA, ROTULAGEM E NOME COMERCIAL","ANÁLISE DE BULA, DIZERES DE ROTULAGEM E NOME COMERCIAL",2023-01-02,,2024-01-02,2024-05-03,,,2023-02-14,9
Em análise do cumprimento de exigência,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,"11212 - GENÉRICO/SIMILAR - Documentação para análise de bula, dizeres de rotulagem e nome comercial",25351.662859/2022-71,20230.000004/8375-71,5115792/23-6,"
Situação atual
Em análise do cumprimento de exigência
inicio: 14/12/2023
Situação atual:Aguardando análise do cumprimento de exigência
inicio: 05/12/2023

 Em exigência 
Início: 16/08/2023

Status: Em análise do cumprimento de exigência
Início: 04/08/2023
Encontra-se na: CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,"BULA, ROTULAGEM E NOME COMERCIAL","ANÁLISE DE BULA, DIZERES DE ROTULAGEM E NOME COMERCIAL",2023-01-02,,2024-01-02,2024-05-03,,,2023-02-22,9
Em análise do cumprimento de exigência,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,"11212 - GENÉRICO/SIMILAR - Documentação para análise de bula, dizeres de rotulagem e nome comercial",25351.662859/2022-71,20230.000004/8375-71,5115792/23-6,"
Situação atual
Em análise do cumprimento de exigência
inicio: 14/12/2023
Situação atual:Aguardando análise do cumprimento de exigência
inicio: 05/12/2023

 Em exigência 
Início: 16/08/2023

Status: Em análise do cumprimento de exigência
Início: 04/08/2023
Encontra-se na: CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,"BULA, ROTULAGEM E NOME COMERCIAL","ANÁLISE DE BULA, DIZERES DE ROTULAGEM E NOME COMERCIAL",2023-01-02,,2024-01-02,2024-05-03,,,2023-02-28,8
Em análise do cumprimento de exigência,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,"11212 - GENÉRICO/SIMILAR - Documentação para análise de bula, dizeres de rotulagem e nome comercial",25351.662859/2022-71,20230.000004/8375-71,5115792/23-6,"
Situação atual
Em análise do cumprimento de exigência
inicio: 14/12/2023
Situação atual:Aguardando análise do cumprimento de exigência
inicio: 05/12/2023

 Em exigência 
Início: 16/08/2023

Status: Em análise do cumprimento de exigência
Início: 04/08/2023
Encontra-se na: CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,"BULA, ROTULAGEM E NOME COMERCIAL","ANÁLISE DE BULA, DIZERES DE ROTULAGEM E NOME COMERCIAL",2023-01-02,,2024-01-02,2024-05-03,,,2023-03-07,7
Em análise do cumprimento de exigência,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,"11212 - GENÉRICO/SIMILAR - Documentação para análise de bula, dizeres de rotulagem e nome comercial",25351.662859/2022-71,20230.000004/8375-71,5115792/23-6,"
Situação atual
Em análise do cumprimento de exigência
inicio: 14/12/2023
Situação atual:Aguardando análise do cumprimento de exigência
inicio: 05/12/2023

 Em exigência 
Início: 16/08/2023

Status: Em análise do cumprimento de exigência
Início: 04/08/2023
Encontra-se na: CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,"BULA, ROTULAGEM E NOME COMERCIAL","ANÁLISE DE BULA, DIZERES DE ROTULAGEM E NOME COMERCIAL",2023-01-02,,2024-01-02,2024-05-03,,,2023-03-14,7
Em análise do cumprimento de exigência,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,"11212 - GENÉRICO/SIMILAR - Documentação para análise de bula, dizeres de rotulagem e nome comercial",25351.662859/2022-71,20230.000004/8375-71,5115792/23-6,"
Situação atual
Em análise do cumprimento de exigência
inicio: 14/12/2023
Situação atual:Aguardando análise do cumprimento de exigência
inicio: 05/12/2023

 Em exigência 
Início: 16/08/2023

Status: Em análise do cumprimento de exigência
Início: 04/08/2023
Encontra-se na: CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,"BULA, ROTULAGEM E NOME COMERCIAL","ANÁLISE DE BULA, DIZERES DE ROTULAGEM E NOME COMERCIAL",2023-01-02,,2024-01-02,2024-05-03,,,2023-03-21,7
Em análise do cumprimento de exigência,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,"11212 - GENÉRICO/SIMILAR - Documentação para análise de bula, dizeres de rotulagem e nome comercial",25351.662859/2022-71,20230.000004/8375-71,5115792/23-6,"
Situação atual
Em análise do cumprimento de exigência
inicio: 14/12/2023
Situação atual:Aguardando análise do cumprimento de exigência
inicio: 05/12/2023

 Em exigência 
Início: 16/08/2023

Status: Em análise do cumprimento de exigência
Início: 04/08/2023
Encontra-se na: CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,"BULA, ROTULAGEM E NOME COMERCIAL","ANÁLISE DE BULA, DIZERES DE ROTULAGEM E NOME COMERCIAL",2023-01-02,,2024-01-02,2024-05-03,,,2023-03-28,5
Em análise do cumprimento de exigência,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,"11212 - GENÉRICO/SIMILAR - Documentação para análise de bula, dizeres de rotulagem e nome comercial",25351.662859/2022-71,20230.000004/8375-71,5115792/23-6,"
Situação atual
Em análise do cumprimento de exigência
inicio: 14/12/2023
Situação atual:Aguardando análise do cumprimento de exigência
inicio: 05/12/2023

 Em exigência 
Início: 16/08/2023

Status: Em análise do cumprimento de exigência
Início: 04/08/2023
Encontra-se na: CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,"BULA, ROTULAGEM E NOME COMERCIAL","ANÁLISE DE BULA, DIZERES DE ROTULAGEM E NOME COMERCIAL",2023-01-02,,2024-01-02,2024-05-03,,,2023-04-04,2
Em análise do cumprimento de exigência,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,"11212 - GENÉRICO/SIMILAR - Documentação para análise de bula, dizeres de rotulagem e nome comercial",25351.662859/2022-71,20230.000004/8375-71,5115792/23-6,"
Situação atual
Em análise do cumprimento de exigência
inicio: 14/12/2023
Situação atual:Aguardando análise do cumprimento de exigência
inicio: 05/12/2023

 Em exigência 
Início: 16/08/2023

Status: Em análise do cumprimento de exigência
Início: 04/08/2023
Encontra-se na: CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,"BULA, ROTULAGEM E NOME COMERCIAL","ANÁLISE DE BULA, DIZERES DE ROTULAGEM E NOME COMERCIAL",2023-01-02,,2024-01-02,2024-05-03,,,2023-04-11,2
Em análise do cumprimento de exigência,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,"11212 - GENÉRICO/SIMILAR - Documentação para análise de bula, dizeres de rotulagem e nome comercial",25351.662859/2022-71,20230.000004/8375-71,5115792/23-6,"
Situação atual
Em análise do cumprimento de exigência
inicio: 14/12/2023
Situação atual:Aguardando análise do cumprimento de exigência
inicio: 05/12/2023

 Em exigência 
Início: 16/08/2023

Status: Em análise do cumprimento de exigência
Início: 04/08/2023
Encontra-se na: CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,"BULA, ROTULAGEM E NOME COMERCIAL","ANÁLISE DE BULA, DIZERES DE ROTULAGEM E NOME COMERCIAL",2023-01-02,,2024-01-02,2024-05-03,,,2023-04-18,2
Em análise do cumprimento de exigência,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,"11212 - GENÉRICO/SIMILAR - Documentação para análise de bula, dizeres de rotulagem e nome comercial",25351.662859/2022-71,20230.000004/8375-71,5115792/23-6,"
Situação atual
Em análise do cumprimento de exigência
inicio: 14/12/2023
Situação atual:Aguardando análise do cumprimento de exigência
inicio: 05/12/2023

 Em exigência 
Início: 16/08/2023

Status: Em análise do cumprimento de exigência
Início: 04/08/2023
Encontra-se na: CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,"BULA, ROTULAGEM E NOME COMERCIAL","ANÁLISE DE BULA, DIZERES DE ROTULAGEM E NOME COMERCIAL",2023-01-02,,2024-01-02,2024-05-03,,,2023-04-24,2
Concluída análise,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,11632 - SIMILAR - Estudo de biodisponibilidade relativa,25351.662859/2022-71,20230.000004/8376-38,5115843/23-4,"Situação atual: Concluída análise
Início: 30/03/2023

Status: Distribuído para a área responsável
Início: 02/01/2023
Encontra-se na: CETER - COORDENAÇÃO DE EQUIVALÊNCIA TERAPÊUTICA",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,EQUIVALÊNCIA FARMACÊUTICA,Estudos de Equivalência Terapêutica,2023-01-02,,2024-01-02,2024-05-03,,,2023-01-03,106
Concluída análise,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,11632 - SIMILAR - Estudo de biodisponibilidade relativa,25351.662859/2022-71,20230.000004/8376-38,5115843/23-4,"Situação atual: Concluída análise
Início: 30/03/2023

Status: Distribuído para a área responsável
Início: 02/01/2023
Encontra-se na: CETER - COORDENAÇÃO DE EQUIVALÊNCIA TERAPÊUTICA",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,EQUIVALÊNCIA FARMACÊUTICA,Estudos de Equivalência Terapêutica,2023-01-02,,2024-01-02,2024-05-03,,,2023-01-10,104
Concluída análise,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,11632 - SIMILAR - Estudo de biodisponibilidade relativa,25351.662859/2022-71,20230.000004/8376-38,5115843/23-4,"Situação atual: Concluída análise
Início: 30/03/2023

Status: Distribuído para a área responsável
Início: 02/01/2023
Encontra-se na: CETER - COORDENAÇÃO DE EQUIVALÊNCIA TERAPÊUTICA",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,EQUIVALÊNCIA FARMACÊUTICA,Estudos de Equivalência Terapêutica,2023-01-02,,2024-01-02,2024-05-03,,,2023-01-17,104
Concluída análise,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,11632 - SIMILAR - Estudo de biodisponibilidade relativa,25351.662859/2022-71,20230.000004/8376-38,5115843/23-4,"Situação atual: Concluída análise
Início: 30/03/2023

Status: Distribuído para a área responsável
Início: 02/01/2023
Encontra-se na: CETER - COORDENAÇÃO DE EQUIVALÊNCIA TERAPÊUTICA",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,EQUIVALÊNCIA FARMACÊUTICA,Estudos de Equivalência Terapêutica,2023-01-02,,2024-01-02,2024-05-03,,,2023-01-24,89
Concluída análise,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,11632 - SIMILAR - Estudo de biodisponibilidade relativa,25351.662859/2022-71,20230.000004/8376-38,5115843/23-4,"Situação atual: Concluída análise
Início: 30/03/2023

Status: Distribuído para a área responsável
Início: 02/01/2023
Encontra-se na: CETER - COORDENAÇÃO DE EQUIVALÊNCIA TERAPÊUTICA",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,EQUIVALÊNCIA FARMACÊUTICA,Estudos de Equivalência Terapêutica,2023-01-02,,2024-01-02,2024-05-03,,,2023-01-31,88
Concluída análise,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,11632 - SIMILAR - Estudo de biodisponibilidade relativa,25351.662859/2022-71,20230.000004/8376-38,5115843/23-4,"Situação atual: Concluída análise
Início: 30/03/2023

Status: Distribuído para a área responsável
Início: 02/01/2023
Encontra-se na: CETER - COORDENAÇÃO DE EQUIVALÊNCIA TERAPÊUTICA",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,EQUIVALÊNCIA FARMACÊUTICA,Estudos de Equivalência Terapêutica,2023-01-02,,2024-01-02,2024-05-03,,,2023-02-07,85
Concluída análise,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,11632 - SIMILAR - Estudo de biodisponibilidade relativa,25351.662859/2022-71,20230.000004/8376-38,5115843/23-4,"Situação atual: Concluída análise
Início: 30/03/2023

Status: Distribuído para a área responsável
Início: 02/01/2023
Encontra-se na: CETER - COORDENAÇÃO DE EQUIVALÊNCIA TERAPÊUTICA",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,EQUIVALÊNCIA FARMACÊUTICA,Estudos de Equivalência Terapêutica,2023-01-02,,2024-01-02,2024-05-03,,,2023-02-14,72
Concluída análise,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,11632 - SIMILAR - Estudo de biodisponibilidade relativa,25351.662859/2022-71,20230.000004/8376-38,5115843/23-4,"Situação atual: Concluída análise
Início: 30/03/2023

Status: Distribuído para a área responsável
Início: 02/01/2023
Encontra-se na: CETER - COORDENAÇÃO DE EQUIVALÊNCIA TERAPÊUTICA",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,EQUIVALÊNCIA FARMACÊUTICA,Estudos de Equivalência Terapêutica,2023-01-02,,2024-01-02,2024-05-03,,,2023-02-22,72
Concluída análise,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,11632 - SIMILAR - Estudo de biodisponibilidade relativa,25351.662859/2022-71,20230.000004/8376-38,5115843/23-4,"Situação atual: Concluída análise
Início: 30/03/2023

Status: Distribuído para a área responsável
Início: 02/01/2023
Encontra-se na: CETER - COORDENAÇÃO DE EQUIVALÊNCIA TERAPÊUTICA",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,EQUIVALÊNCIA FARMACÊUTICA,Estudos de Equivalência Terapêutica,2023-01-02,,2024-01-02,2024-05-03,,,2023-02-28,67
Concluída análise,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,11632 - SIMILAR - Estudo de biodisponibilidade relativa,25351.662859/2022-71,20230.000004/8376-38,5115843/23-4,"Situação atual: Concluída análise
Início: 30/03/2023

Status: Distribuído para a área responsável
Início: 02/01/2023
Encontra-se na: CETER - COORDENAÇÃO DE EQUIVALÊNCIA TERAPÊUTICA",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,EQUIVALÊNCIA FARMACÊUTICA,Estudos de Equivalência Terapêutica,2023-01-02,,2024-01-02,2024-05-03,,,2023-03-07,63
Concluída análise,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,11632 - SIMILAR - Estudo de biodisponibilidade relativa,25351.662859/2022-71,20230.000004/8376-38,5115843/23-4,"Situação atual: Concluída análise
Início: 30/03/2023

Status: Distribuído para a área responsável
Início: 02/01/2023
Encontra-se na: CETER - COORDENAÇÃO DE EQUIVALÊNCIA TERAPÊUTICA",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,EQUIVALÊNCIA FARMACÊUTICA,Estudos de Equivalência Terapêutica,2023-01-02,,2024-01-02,2024-05-03,,,2023-03-14,56
Concluída análise,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,11632 - SIMILAR - Estudo de biodisponibilidade relativa,25351.662859/2022-71,20230.000004/8376-38,5115843/23-4,"Situação atual: Concluída análise
Início: 30/03/2023

Status: Distribuído para a área responsável
Início: 02/01/2023
Encontra-se na: CETER - COORDENAÇÃO DE EQUIVALÊNCIA TERAPÊUTICA",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,EQUIVALÊNCIA FARMACÊUTICA,Estudos de Equivalência Terapêutica,2023-01-02,,2024-01-02,2024-05-03,,,2023-03-21,49
Concluída análise,NOVOPRONAX (NAPROXENO SÓDICO),Registro de Medicamento,11632 - SIMILAR - Estudo de biodisponibilidade relativa,25351.662859/2022-71,20230.000004/8376-38,5115843/23-4,"Situação atual: Concluída análise
Início: 30/03/2023

Status: Distribuído para a área responsável
Início: 02/01/2023
Encontra-se na: CETER - COORDENAÇÃO DE EQUIVALÊNCIA TERAPÊUTICA",LISTA DE ANÁLISE,SIMILAR,MEDICAMENTO,EQUIVALÊNCIA FARMACÊUTICA,Estudos de Equivalência Terapêutica,2023-01-02,,2024-01-02,2024-05-03,,,2023-03-28,44
Publicado deferimento,"Diaglits
(CLORIDRATO DE PIOGLITAZONA)",Registro de Medicamento,10490 - SIMILAR - Registro de Produto - CLONE,25351.561213/2023-59,202300000008176-35,0905772/23-2,"Situação atual: Publicado deferimento
Início: 13/11/2023	

Status: Em análise
Início: 03/10/2023
Encontra-se na: GGMED - GERÊNCIA-GERAL DE MEDICAMENTOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,REGISTRO,CLONES,2023-08-28,45243.0,2024-08-27,2024-12-27,,,2023-08-22,15
Publicado deferimento,"Diaglits
(CLORIDRATO DE PIOGLITAZONA)",Registro de Medicamento,10490 - SIMILAR - Registro de Produto - CLONE,25351.561213/2023-59,202300000008176-35,0905772/23-2,"Situação atual: Publicado deferimento
Início: 13/11/2023	

Status: Em análise
Início: 03/10/2023
Encontra-se na: GGMED - GERÊNCIA-GERAL DE MEDICAMENTOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,REGISTRO,CLONES,2023-08-28,45243.0,2024-08-27,2024-12-27,,,2023-08-29,15
Publicado deferimento,"Diaglits
(CLORIDRATO DE PIOGLITAZONA)",Registro de Medicamento,10490 - SIMILAR - Registro de Produto - CLONE,25351.561213/2023-59,202300000008176-35,0905772/23-2,"Situação atual: Publicado deferimento
Início: 13/11/2023	

Status: Em análise
Início: 03/10/2023
Encontra-se na: GGMED - GERÊNCIA-GERAL DE MEDICAMENTOS",FILA DE ANÁLISE,SIMILAR,MEDICAMENTO,REGISTRO,CLONES,2023-08-28,45243.0,2024-08-27,2024-12-27,,,2023-09-05,14
