NOME_PRODUTO,EMPRESA_DETENTORA_REGISTRO,#NUM_EXPEDIENTE_PETICAO,NUM_PROCESSO_PETICAO,S_N_PETICAO_PRIMARIA,COD_ASSUNTO_PETICAO,DESC_ASSUNTO_PETICAO,DATA_SITUACAO_ATUAL_PETICAO,DESC_SITUACAO_ATUAL_PETICAO,DESC_TIPO_DOCUMENTO,DESC_AREA_INTERESSE,DESC_FILA_ANALISE,DESC_SUB_FILA_LISTA_ANALISE,DESC_GRUPO_ETAPA_CICLO_ANALISE,DATA_INI_OCORRENCIA_GRP_ETAPA,DATA_FIM_OCORRENCIA_GRP_ETAPA,TEMPO
CETOMICOSS,17115437000173 - LABORATÓRIO GLOBO SA,938559102,25000024349,N,142,SIMILAR - Renovação de Registro de Medicamento,08/26/2011 00:00:00,Revalidação automática,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Outras Etapas,2011-06-29,2011-08-26,58
DIGLUSS,17115437000173 - LABORATÓRIO GLOBO SA,939468231,25351579924,S,10490,SIMILAR - Registro de Produto - CLONE,11/06/2023 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Clones,Fila de Análise,2023-09-04,2023-09-13,9
DIGLUSS,17115437000173 - LABORATÓRIO GLOBO SA,939468231,25351579924,S,10490,SIMILAR - Registro de Produto - CLONE,11/06/2023 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Clones,Análise em Andamento,2023-09-13,2023-09-14,1
DIGLUSS,17115437000173 - LABORATÓRIO GLOBO SA,939468231,25351579924,S,10490,SIMILAR - Registro de Produto - CLONE,11/06/2023 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Clones,Sobrestado Anvisa,2023-09-14,2023-09-15,1
DIGLUSS,17115437000173 - LABORATÓRIO GLOBO SA,939468231,25351579924,S,10490,SIMILAR - Registro de Produto - CLONE,11/06/2023 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Clones,Análise em Andamento,2023-09-15,2023-10-31,46
DIGLUSS,17115437000173 - LABORATÓRIO GLOBO SA,939468231,25351579924,S,10490,SIMILAR - Registro de Produto - CLONE,11/06/2023 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Clones,Finalização,2023-10-31,2023-11-06,6
DIGLIXX,17115437000173 - LABORATÓRIO GLOBO SA,940766129,25351656185,S,150,SIMILAR - Registro de Medicamento Similar,01/30/2023 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Fila de Análise,2012-11-20,2013-03-20,120
DIGLIXX,17115437000173 - LABORATÓRIO GLOBO SA,940766129,25351656185,S,150,SIMILAR - Registro de Medicamento Similar,01/30/2023 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Análise em Andamento,2013-03-20,2023-01-23,3596
DIGLIXX,17115437000173 - LABORATÓRIO GLOBO SA,940766129,25351656185,S,150,SIMILAR - Registro de Medicamento Similar,01/30/2023 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Finalização,2023-01-23,2023-01-30,7
SPECTOFLUX,17115437000173 - LABORATÓRIO GLOBO SA,944321125,25351020016,N,142,SIMILAR - Renovação de Registro de Medicamento,08/17/2015 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,2012-11-21,2013-09-12,295
SPECTOFLUX,17115437000173 - LABORATÓRIO GLOBO SA,944321125,25351020016,N,142,SIMILAR - Renovação de Registro de Medicamento,08/17/2015 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2013-09-12,2014-05-28,258
SPECTOFLUX,17115437000173 - LABORATÓRIO GLOBO SA,944321125,25351020016,N,142,SIMILAR - Renovação de Registro de Medicamento,08/17/2015 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Exigência,2014-05-28,2014-09-05,100
SPECTOFLUX,17115437000173 - LABORATÓRIO GLOBO SA,944321125,25351020016,N,142,SIMILAR - Renovação de Registro de Medicamento,08/17/2015 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,2014-09-05,2014-09-24,19
SPECTOFLUX,17115437000173 - LABORATÓRIO GLOBO SA,944321125,25351020016,N,142,SIMILAR - Renovação de Registro de Medicamento,08/17/2015 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2014-09-24,2014-09-25,1
SPECTOFLUX,17115437000173 - LABORATÓRIO GLOBO SA,944321125,25351020016,N,142,SIMILAR - Renovação de Registro de Medicamento,08/17/2015 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Exigência,2014-09-25,2014-12-17,83
SPECTOFLUX,17115437000173 - LABORATÓRIO GLOBO SA,944321125,25351020016,N,142,SIMILAR - Renovação de Registro de Medicamento,08/17/2015 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,2014-12-17,2014-12-22,5
SPECTOFLUX,17115437000173 - LABORATÓRIO GLOBO SA,944321125,25351020016,N,142,SIMILAR - Renovação de Registro de Medicamento,08/17/2015 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2014-12-22,2015-02-23,63
SPECTOFLUX,17115437000173 - LABORATÓRIO GLOBO SA,944321125,25351020016,N,142,SIMILAR - Renovação de Registro de Medicamento,08/17/2015 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,2015-02-23,2015-02-23,0
SPECTOFLUX,17115437000173 - LABORATÓRIO GLOBO SA,944321125,25351020016,N,142,SIMILAR - Renovação de Registro de Medicamento,08/17/2015 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2015-02-23,2015-02-26,3
SPECTOFLUX,17115437000173 - LABORATÓRIO GLOBO SA,944321125,25351020016,N,142,SIMILAR - Renovação de Registro de Medicamento,08/17/2015 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Exigência,2015-02-26,2015-03-19,21
SPECTOFLUX,17115437000173 - LABORATÓRIO GLOBO SA,944321125,25351020016,N,142,SIMILAR - Renovação de Registro de Medicamento,08/17/2015 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,2015-03-19,2015-03-23,4
SPECTOFLUX,17115437000173 - LABORATÓRIO GLOBO SA,944321125,25351020016,N,142,SIMILAR - Renovação de Registro de Medicamento,08/17/2015 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2015-03-23,2015-04-15,23
SPECTOFLUX,17115437000173 - LABORATÓRIO GLOBO SA,944321125,25351020016,N,142,SIMILAR - Renovação de Registro de Medicamento,08/17/2015 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,2015-04-15,2015-05-06,21
SPECTOFLUX,17115437000173 - LABORATÓRIO GLOBO SA,944321125,25351020016,N,142,SIMILAR - Renovação de Registro de Medicamento,08/17/2015 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2015-05-06,2015-05-11,5
SPECTOFLUX,17115437000173 - LABORATÓRIO GLOBO SA,944321125,25351020016,N,142,SIMILAR - Renovação de Registro de Medicamento,08/17/2015 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Exigência,2015-05-11,2015-06-09,29
SPECTOFLUX,17115437000173 - LABORATÓRIO GLOBO SA,944321125,25351020016,N,142,SIMILAR - Renovação de Registro de Medicamento,08/17/2015 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,2015-06-09,2015-07-07,28
SPECTOFLUX,17115437000173 - LABORATÓRIO GLOBO SA,944321125,25351020016,N,142,SIMILAR - Renovação de Registro de Medicamento,08/17/2015 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,2015-07-07,2015-08-13,37
SPECTOFLUX,17115437000173 - LABORATÓRIO GLOBO SA,944321125,25351020016,N,142,SIMILAR - Renovação de Registro de Medicamento,08/17/2015 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2015-08-13,2015-08-13,0
SPECTOFLUX,17115437000173 - LABORATÓRIO GLOBO SA,944321125,25351020016,N,142,SIMILAR - Renovação de Registro de Medicamento,08/17/2015 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,2015-08-13,2015-08-13,0
SPECTOFLUX,17115437000173 - LABORATÓRIO GLOBO SA,944321125,25351020016,N,142,SIMILAR - Renovação de Registro de Medicamento,08/17/2015 00:00:00,Publicado deferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,2015-08-13,2015-08-17,4
RARIVIT GLB COM FLÚOR,17115437000173 - LABORATÓRIO GLOBO SA,945008144,25351266581,N,1882,ESPECÍFICO - Cancelamento de Registro do Medicamento,12/01/2014 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,Específicos - Menor complexidade,Fila de Análise,2014-10-20,2014-11-06,17
RARIVIT GLB COM FLÚOR,17115437000173 - LABORATÓRIO GLOBO SA,945008144,25351266581,N,1882,ESPECÍFICO - Cancelamento de Registro do Medicamento,12/01/2014 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,Específicos - Menor complexidade,Finalização,2014-11-06,2014-11-25,19
RARIVIT GLB COM FLÚOR,17115437000173 - LABORATÓRIO GLOBO SA,945008144,25351266581,N,1882,ESPECÍFICO - Cancelamento de Registro do Medicamento,12/01/2014 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,Específicos - Menor complexidade,Análise em Andamento,2014-11-25,2014-11-25,0
RARIVIT GLB COM FLÚOR,17115437000173 - LABORATÓRIO GLOBO SA,945008144,25351266581,N,1882,ESPECÍFICO - Cancelamento de Registro do Medicamento,12/01/2014 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,Específicos - Menor complexidade,Finalização,2014-11-25,2014-12-01,6
HIDROTIAZIDA,17115437000173 - LABORATÓRIO GLOBO SA,950213101,25000001560,N,142,SIMILAR - Renovação de Registro de Medicamento,05/14/2012 00:00:00,Petição encerrada,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,2010-12-21,2011-06-29,190
HIDROTIAZIDA,17115437000173 - LABORATÓRIO GLOBO SA,950213101,25000001560,N,142,SIMILAR - Renovação de Registro de Medicamento,05/14/2012 00:00:00,Petição encerrada,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Outras Etapas,2011-06-29,2012-05-14,320
RARIVIT GLB COM FLÚOR,17115437000173 - LABORATÓRIO GLOBO SA,956353109,25351266581,N,1582,ESPECÍFICO - Renovação de Registro de Medicamento,11/23/2011 00:00:00,Revalidação automática,Petição,Medicamento,RENOVAÇÃO,Específicos,Fila de Análise,2010-12-02,2011-11-23,356
ANGITENS,17115437000173 - LABORATÓRIO GLOBO SA,956369105,25351024345,N,142,SIMILAR - Renovação de Registro de Medicamento,03/12/2012 00:00:00,Publicado indeferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,2010-12-02,2011-06-29,209
ANGITENS,17115437000173 - LABORATÓRIO GLOBO SA,956369105,25351024345,N,142,SIMILAR - Renovação de Registro de Medicamento,03/12/2012 00:00:00,Publicado indeferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2011-06-29,2012-02-14,230
ANGITENS,17115437000173 - LABORATÓRIO GLOBO SA,956369105,25351024345,N,142,SIMILAR - Renovação de Registro de Medicamento,03/12/2012 00:00:00,Publicado indeferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,2012-02-14,2012-02-29,15
ANGITENS,17115437000173 - LABORATÓRIO GLOBO SA,956369105,25351024345,N,142,SIMILAR - Renovação de Registro de Medicamento,03/12/2012 00:00:00,Publicado indeferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2012-02-29,2012-02-29,0
ANGITENS,17115437000173 - LABORATÓRIO GLOBO SA,956369105,25351024345,N,142,SIMILAR - Renovação de Registro de Medicamento,03/12/2012 00:00:00,Publicado indeferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,2012-02-29,2012-03-12,12
sinvasmax,17115437000173 - LABORATÓRIO GLOBO SA,956480112,25351035716,N,10206,SIMILAR - Alteração maior de excipiente,03/19/2012 00:00:00,Publicado indeferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,2011-12-15,2012-01-26,42
sinvasmax,17115437000173 - LABORATÓRIO GLOBO SA,956480112,25351035716,N,10206,SIMILAR - Alteração maior de excipiente,03/19/2012 00:00:00,Publicado indeferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,2012-01-26,2012-03-14,48
sinvasmax,17115437000173 - LABORATÓRIO GLOBO SA,956480112,25351035716,N,10206,SIMILAR - Alteração maior de excipiente,03/19/2012 00:00:00,Publicado indeferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,2012-03-14,2012-03-14,0
sinvasmax,17115437000173 - LABORATÓRIO GLOBO SA,956480112,25351035716,N,10206,SIMILAR - Alteração maior de excipiente,03/19/2012 00:00:00,Publicado indeferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,2012-03-14,2012-03-19,5
AMOXICILINA,17115437000173 - LABORATÓRIO GLOBO SA,956550087,25351745306,S,155,GENERICO - Registro de Medicamento,07/20/2009 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Fila de Análise,2008-10-17,2009-04-16,181
AMOXICILINA,17115437000173 - LABORATÓRIO GLOBO SA,956550087,25351745306,S,155,GENERICO - Registro de Medicamento,07/20/2009 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Análise em Andamento,2009-04-16,2009-05-28,42
AMOXICILINA,17115437000173 - LABORATÓRIO GLOBO SA,956550087,25351745306,S,155,GENERICO - Registro de Medicamento,07/20/2009 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Finalização,2009-05-28,2009-07-20,53
ANGITENS,17115437000173 - LABORATÓRIO GLOBO SA,957197113,25351024345,N,10206,SIMILAR - Alteração maior de excipiente,03/12/2012 00:00:00,Publicado indeferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,2011-12-15,2012-02-14,61
ANGITENS,17115437000173 - LABORATÓRIO GLOBO SA,957197113,25351024345,N,10206,SIMILAR - Alteração maior de excipiente,03/12/2012 00:00:00,Publicado indeferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,2012-02-14,2012-02-29,15
ANGITENS,17115437000173 - LABORATÓRIO GLOBO SA,957197113,25351024345,N,10206,SIMILAR - Alteração maior de excipiente,03/12/2012 00:00:00,Publicado indeferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,2012-02-29,2012-02-29,0
ANGITENS,17115437000173 - LABORATÓRIO GLOBO SA,957197113,25351024345,N,10206,SIMILAR - Alteração maior de excipiente,03/12/2012 00:00:00,Publicado indeferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,2012-02-29,2012-03-12,12
bromoprida,17115437000173 - LABORATÓRIO GLOBO SA,958328149,25351251691,N,1361,GENERICO - Solicitação de Correção de Dados na Base,01/11/2016 00:00:00,Anuído,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Administrativo",Fila de Análise,2014-10-24,2016-01-11,444
NOVACIMET,17115437000173 - LABORATÓRIO GLOBO SA,958361101,25000024342,N,142,SIMILAR - Renovação de Registro de Medicamento,04/08/2013 00:00:00,Publicado indeferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,2010-12-06,2011-11-17,346
NOVACIMET,17115437000173 - LABORATÓRIO GLOBO SA,958361101,25000024342,N,142,SIMILAR - Renovação de Registro de Medicamento,04/08/2013 00:00:00,Publicado indeferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2011-11-17,2012-02-02,77
NOVACIMET,17115437000173 - LABORATÓRIO GLOBO SA,958361101,25000024342,N,142,SIMILAR - Renovação de Registro de Medicamento,04/08/2013 00:00:00,Publicado indeferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Exigência,2012-02-02,2012-04-30,88
NOVACIMET,17115437000173 - LABORATÓRIO GLOBO SA,958361101,25000024342,N,142,SIMILAR - Renovação de Registro de Medicamento,04/08/2013 00:00:00,Publicado indeferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,2012-04-30,2012-05-07,7
NOVACIMET,17115437000173 - LABORATÓRIO GLOBO SA,958361101,25000024342,N,142,SIMILAR - Renovação de Registro de Medicamento,04/08/2013 00:00:00,Publicado indeferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2012-05-07,2013-03-12,309
NOVACIMET,17115437000173 - LABORATÓRIO GLOBO SA,958361101,25000024342,N,142,SIMILAR - Renovação de Registro de Medicamento,04/08/2013 00:00:00,Publicado indeferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,2013-03-12,2013-04-02,21
NOVACIMET,17115437000173 - LABORATÓRIO GLOBO SA,958361101,25000024342,N,142,SIMILAR - Renovação de Registro de Medicamento,04/08/2013 00:00:00,Publicado indeferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise de Cumprimento de Exigência,2013-04-02,2013-04-02,0
NOVACIMET,17115437000173 - LABORATÓRIO GLOBO SA,958361101,25000024342,N,142,SIMILAR - Renovação de Registro de Medicamento,04/08/2013 00:00:00,Publicado indeferimento,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,2013-04-02,2013-04-08,6
ANGITENS,17115437000173 - LABORATÓRIO GLOBO SA,958410112,25351024345,N,10178,SIMILAR - Alteração maior do processo de produção,03/12/2012 00:00:00,Publicado indeferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Fila de Análise,2011-12-15,2012-02-14,61
ANGITENS,17115437000173 - LABORATÓRIO GLOBO SA,958410112,25351024345,N,10178,SIMILAR - Alteração maior do processo de produção,03/12/2012 00:00:00,Publicado indeferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,2012-02-14,2012-02-29,15
ANGITENS,17115437000173 - LABORATÓRIO GLOBO SA,958410112,25351024345,N,10178,SIMILAR - Alteração maior do processo de produção,03/12/2012 00:00:00,Publicado indeferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Análise em Andamento,2012-02-29,2012-02-29,0
ANGITENS,17115437000173 - LABORATÓRIO GLOBO SA,958410112,25351024345,N,10178,SIMILAR - Alteração maior do processo de produção,03/12/2012 00:00:00,Publicado indeferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Maior complexidade",Finalização,2012-02-29,2012-03-12,12
FLAMAPE,17115437000173 - LABORATÓRIO GLOBO SA,961790126,25351671702,S,150,SIMILAR - Registro de Medicamento Similar,07/27/2020 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Fila de Análise,2012-11-27,2014-01-17,416
FLAMAPE,17115437000173 - LABORATÓRIO GLOBO SA,961790126,25351671702,S,150,SIMILAR - Registro de Medicamento Similar,07/27/2020 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Análise em Andamento,2014-01-17,2018-08-10,1666
FLAMAPE,17115437000173 - LABORATÓRIO GLOBO SA,961790126,25351671702,S,150,SIMILAR - Registro de Medicamento Similar,07/27/2020 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Exigência,2018-08-10,2018-11-29,111
FLAMAPE,17115437000173 - LABORATÓRIO GLOBO SA,961790126,25351671702,S,150,SIMILAR - Registro de Medicamento Similar,07/27/2020 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,2018-11-29,2019-05-13,165
FLAMAPE,17115437000173 - LABORATÓRIO GLOBO SA,961790126,25351671702,S,150,SIMILAR - Registro de Medicamento Similar,07/27/2020 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Análise em Andamento,2019-05-13,2020-07-22,436
FLAMAPE,17115437000173 - LABORATÓRIO GLOBO SA,961790126,25351671702,S,150,SIMILAR - Registro de Medicamento Similar,07/27/2020 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,2020-07-22,2020-07-22,0
FLAMAPE,17115437000173 - LABORATÓRIO GLOBO SA,961790126,25351671702,S,150,SIMILAR - Registro de Medicamento Similar,07/27/2020 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Finalização,2020-07-22,2020-07-27,5
BENZIN,17115437000173 - LABORATÓRIO GLOBO SA,964162109,25000024346,N,142,SIMILAR - Renovação de Registro de Medicamento,08/26/2011 00:00:00,Revalidação automática,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,2010-12-01,2011-06-29,210
BENZIN,17115437000173 - LABORATÓRIO GLOBO SA,964162109,25000024346,N,142,SIMILAR - Renovação de Registro de Medicamento,08/26/2011 00:00:00,Revalidação automática,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Outras Etapas,2011-06-29,2011-08-26,58
ANGITENS,17115437000173 - LABORATÓRIO GLOBO SA,968545156,25351024345,N,142,SIMILAR - Renovação de Registro de Medicamento,08/17/2016 00:00:00,Petição encerrada,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Fila de Análise,2015-11-03,2016-01-11,69
ANGITENS,17115437000173 - LABORATÓRIO GLOBO SA,968545156,25351024345,N,142,SIMILAR - Renovação de Registro de Medicamento,08/17/2016 00:00:00,Petição encerrada,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Análise em Andamento,2016-01-11,2016-08-17,219
ANGITENS,17115437000173 - LABORATÓRIO GLOBO SA,968545156,25351024345,N,142,SIMILAR - Renovação de Registro de Medicamento,08/17/2016 00:00:00,Petição encerrada,Petição,Medicamento,RENOVAÇÃO,"Genéricos, Novos e Similares",Finalização,2016-08-17,2016-08-17,0
FLAMAPE,17115437000173 - LABORATÓRIO GLOBO SA,970324121,25351671702,N,10415,SIMILAR - Aditamento de estudo de biodisponibilidade relativa ou Bioisenção,06/05/2014 00:00:00,Petição encerrada,Petição,Medicamento,EQUIVALÊNCIA TERAPÊUTICA,Estudos de Equivalência Terapêutica,Fila de Análise,2012-11-30,2014-04-25,511
FLAMAPE,17115437000173 - LABORATÓRIO GLOBO SA,970324121,25351671702,N,10415,SIMILAR - Aditamento de estudo de biodisponibilidade relativa ou Bioisenção,06/05/2014 00:00:00,Petição encerrada,Petição,Medicamento,EQUIVALÊNCIA TERAPÊUTICA,Estudos de Equivalência Terapêutica,Outras Etapas,2014-04-25,2014-06-05,41
FLAMAPE,17115437000173 - LABORATÓRIO GLOBO SA,970349127,25351671702,N,10416,GENÉRICO - Aditamento de estudo de biodisponibilidade relativa ou Bioisenção,02/12/2014 00:00:00,Petição encerrada,Petição,Medicamento,EQUIVALÊNCIA TERAPÊUTICA,Estudos de Equivalência Terapêutica,Fila de Análise,2012-11-30,2014-02-12,439
prednisona,17115437000173 - LABORATÓRIO GLOBO SA,970579121,25351677546,S,10412,"GENÉRICO - Registro de Medicamento, em conformidade com art. 2º da IN 06/2008",11/30/2020 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Fila de Análise,2012-11-29,2014-01-17,414
prednisona,17115437000173 - LABORATÓRIO GLOBO SA,970579121,25351677546,S,10412,"GENÉRICO - Registro de Medicamento, em conformidade com art. 2º da IN 06/2008",11/30/2020 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Análise em Andamento,2014-01-17,2020-08-25,2412
prednisona,17115437000173 - LABORATÓRIO GLOBO SA,970579121,25351677546,S,10412,"GENÉRICO - Registro de Medicamento, em conformidade com art. 2º da IN 06/2008",11/30/2020 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Exigência,2020-08-25,2020-10-08,44
prednisona,17115437000173 - LABORATÓRIO GLOBO SA,970579121,25351677546,S,10412,"GENÉRICO - Registro de Medicamento, em conformidade com art. 2º da IN 06/2008",11/30/2020 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Análise de Cumprimento de Exigência,2020-10-08,2020-11-19,42
prednisona,17115437000173 - LABORATÓRIO GLOBO SA,970579121,25351677546,S,10412,"GENÉRICO - Registro de Medicamento, em conformidade com art. 2º da IN 06/2008",11/30/2020 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Análise em Andamento,2020-11-19,2020-11-25,6
prednisona,17115437000173 - LABORATÓRIO GLOBO SA,970579121,25351677546,S,10412,"GENÉRICO - Registro de Medicamento, em conformidade com art. 2º da IN 06/2008",11/30/2020 00:00:00,Publicado deferimento,Processo,Medicamento,REGISTRO,Genéricos e Similares,Finalização,2020-11-25,2020-11-30,5
OMEPRAZOL,17115437000173 - LABORATÓRIO GLOBO SA,971045131,25351129074,N,1413,GENERICO - Inclusão de Nova Apresentação Comercial,01/27/2014 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Fila de Análise,2013-11-18,2014-01-10,53
OMEPRAZOL,17115437000173 - LABORATÓRIO GLOBO SA,971045131,25351129074,N,1413,GENERICO - Inclusão de Nova Apresentação Comercial,01/27/2014 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Finalização,2014-01-10,2014-01-22,12
OMEPRAZOL,17115437000173 - LABORATÓRIO GLOBO SA,971045131,25351129074,N,1413,GENERICO - Inclusão de Nova Apresentação Comercial,01/27/2014 00:00:00,Publicado deferimento,Petição,Medicamento,PÓS-REGISTRO,"Genéricos, Novos e Similares - Menor complexidade",Análise em Andamento,2014-01-22,2014-01-22,0
